subject,WTP
3001,-6.298814
3004,79.04856
3008,20.06093
3009,.222277
3010,29.04616
3011,102.013
3014,86.31832
3015,94.63232
4003,24.82212
4006,-38.1039
4010,15.89309
4011,-8.260721
4013,18.41963
4016,49.09404
4022,-51.0025
4024,24.47027
11006,.222277
11008,.222277
11009,.222277
11010,.222277
11012,.222277
11016,.222277
11022,.222277
11032,.222277
11034,.222277
12001,-18.34582
12002,19.02561
12014,-94.48597
12029,-35.94305
12036,-.9157737
12037,198.2652
12041,.9147369
12054,-10.20835
13001,9.229058
13003,17.71393
13004,49.42177
13007,7.740931
13010,54.14222
13012,-2.903562
13013,26.90494
13019,-39.89149
15005,13.714
15012,15.92865
15016,8.174373
15023,70.28555
15024,108.7094
15026,-30.33072
15027,1.343828
15030,.222277
23003,37.25344
23007,37.17022
23016,-25.1789
23027,58.16921
23031,-2.537184
23035,.222277
23036,-9.410445
23039,187.0677
27001,20.89353
27003,37.1048
27006,88.01889
27009,89.24923
27011,-6.208153
27029,21.52459
27030,49.24194
27039,70.22266
31001,.222277
31002,.222277
31003,.222277
31004,18.97725
31005,.222277
31009,8.879733
31012,16.1382
31014,.222277
36002,-16.56408
36011,211.6792
36013,46.63771
36018,52.59946
36021,18.65054
36040,-95.71536
36046,44.52069
36053,52.27963
38001,.222277
38002,.222277
38003,.222277
38005,.222277
38006,.222277
38007,.222277
38010,.222277
38013,.222277
39004,-32.44052
39006,10.47288
39007,76.16319
39011,.222277
39012,-2.722264
39013,-40.7565
39018,19.26945
39023,27.04678
40001,.222277
40003,.222277
40004,.222277
40005,.222277
40006,.222277
40008,.222277
40009,.222277
40011,.222277
42001,17.15712
42007,31.66797
42008,-16.15141
42010,57.62471
42011,25.75784
42012,.222277
42013,1.407094
42018,-10.85178
42025,18.89805
44003,129.877
44006,112.8017
44007,73.11638
44008,56.36432
44013,-6.520782
44019,-31.31961
44027,14.95053
44028,-19.53869
45001,.222277
45002,.222277
45009,.222277
45010,.222277
45011,.222277
45012,10.61456
45016,53.03532
45019,-17.15689
51002,.222277
51006,.222277
51009,.222277
51011,.222277
51022,.222277
51027,.222277
51030,.222277
57001,.222277
57003,.222277
57004,.222277
57005,.222277
57006,.222277
57007,.222277
57008,.222277
57009,.222277
57010,.222277
66001,.222277
66002,.222277
66003,.222277
66004,.222277
66006,.222277
66009,.222277
66010,.222277
74003,45.60933
74007,23.63613
74008,-.8115026
74013,63.38096
74015,-19.41946
74016,3.624682
74019,15.07163
74026,6.16938
95002,87.76588
95003,40.67717
95008,34.43687
95020,-47.36417
95025,53.56858
95028,53.81203
95030,14.26693
95032,94.67458
98006,112.5355
98008,39.89419
98009,44.73779
98010,2.388634
98011,29.83689
98017,25.48009
98018,-95.98657
98026,35.15389
99002,18.66321
99003,1.793188
99004,96.67245
99007,13.64318
99009,24.61328
99011,6.420737
99012,32.54958
99013,-5.681937
100001,18.79937
100003,.222277
100006,40.23255
100007,-21.25378
100011,-1.880289
100016,-47.06571
100017,268.4922
102002,.222277
102003,.222277
102005,.222277
102007,.222277
102013,.222277
102016,.222277
102017,.222277
102018,.222277
103002,52.91684
103003,84.57539
103007,-15.09393
103010,-37.68444
103012,43.22147
103013,74.91154
103016,60.7752
103022,23.0629
109001,.222277
109005,.222277
109006,.222277
109007,.222277
109011,.222277
109014,.222277
109018,.222277
109025,.222277
111001,.222277
111002,.222277
111004,.222277
111006,.222277
111009,.222277
111011,.222277
111012,.222277
111016,.222277
112006,62.4519
112009,.222277
112012,12.09183
112016,167.2644
112030,.222277
112031,.222277
112037,1.149126
112040,51.86671
114002,.222277
114003,.222277
114006,.222277
114007,.222277
114010,.222277
114012,.222277
114015,.222277
114016,.222277
117003,.222277
117009,.222277
117012,.222277
117015,.222277
117020,.222277
117026,.222277
117028,.222277
117029,.222277
121004,.222277
121007,.222277
121008,.222277
121009,.222277
121013,.222277
121018,.222277
121021,.222277
122001,.222277
122003,.222277
122009,.222277
122012,.222277
122018,.222277
122021,.222277
122027,.222277
122031,.222277
123001,25.43766
123005,9.692472
123006,17.50867
123008,21.28808
123015,26.11696
123025,25.45007
123026,-.9796539
123028,-40.51197
126001,.222277
126003,.222277
126006,.222277
126008,.222277
126009,.222277
126010,.222277
126011,.222277
126014,.222277
127004,.222277
127006,.222277
127007,.222277
127008,.222277
127012,.222277
127018,.222277
127020,.222277
128001,26.60611
128003,2.212861
128007,30.03549
128008,-43.33473
128010,31.67176
128012,-126.65
128013,75.82013
128017,13.6748
132009,14.62022
132014,-27.09987
132018,35.06549
132019,61.61733
132025,15.55634
132026,230.7183
132029,32.58905
132030,13.07019
132031,-49.64295
134004,.222277
134005,-8.982526
134015,16.24609
134020,.222277
134021,-82.82826
