subject,WTP
3001,37.38064
3004,34.89761
3008,-4.314223
3009,-6.601479
3010,40.78407
3011,62.17984
3014,236.9185
3015,-4.9465
4003,135.2713
4006,-8.632104
4010,4.892364
4011,27.82551
4013,93.26229
4016,19.27365
4022,.8425437
4024,76.75162
11006,-6.601479
11008,-6.601479
11009,-6.601479
11010,-6.601479
11012,-6.601479
11016,-6.601479
11022,-6.601479
11032,-6.601479
11034,-6.601479
12001,54.6508
12002,107.9453
12014,-10.06842
12029,21.59386
12036,21.29505
12037,28.57615
12041,12.2683
12054,-8.450424
13001,15.36901
13003,-.7726988
13004,67.55634
13007,-7.54938
13010,103.3561
13012,15.81218
13013,3.215924
13019,23.97677
15005,7.288538
15012,23.49952
15016,61.6485
15023,30.95256
15024,48.41228
15026,-50.40485
15027,-43.10867
15030,-6.601479
23003,-22.00344
23007,62.21053
23016,25.25881
23027,17.88472
23031,33.93826
23035,-6.601479
23036,33.59566
23039,-9.182133
27001,198.9631
27003,-10.44812
27006,4.04044
27009,-23.407
27011,21.94852
27029,8.274731
27030,-17.16614
27039,78.68611
31001,-6.601479
31002,-6.601479
31003,-6.601479
31004,-5.741649
31005,-6.601479
31009,7.757705
31012,135.2981
31014,-6.601479
36002,69.78785
36011,-59.0363
36013,35.67706
36018,-25.50456
36021,49.68187
36040,112.5926
36046,34.31561
36053,13.44539
38001,-6.601479
38002,-6.601479
38003,-6.601479
38005,-6.601479
38006,-6.601479
38007,-6.601479
38010,-6.601479
38013,-6.601479
39004,75.03011
39006,52.93739
39007,8.620113
39011,-6.601479
39012,36.2193
39013,10.29022
39018,40.46022
39023,-20.51327
40001,-6.601479
40003,-6.601479
40004,-6.601479
40005,-6.601479
40006,-6.601479
40008,-6.601479
40009,-6.601479
40011,-6.601479
42001,51.8707
42007,9.662163
42008,97.81382
42010,57.71973
42011,93.94067
42012,-6.601479
42013,16.27923
42018,91.0813
42025,42.22104
44003,-4.354776
44006,2.972438
44007,-46.21621
44008,80.84051
44013,14.52787
44019,7.236291
44027,26.73248
44028,8.81988
45001,-6.601479
45002,-6.601479
45009,-6.601479
45010,-6.601479
45011,-6.601479
45012,32.79973
45016,18.00359
45019,-11.24938
51002,-6.601479
51006,-6.601479
51009,-6.601479
51011,-6.601479
51022,-6.601479
51027,-6.601479
51030,-6.601479
57001,-6.601479
57003,-6.601479
57004,-6.601479
57005,-6.601479
57006,-6.601479
57007,-6.601479
57008,-6.601479
57009,-6.601479
57010,-6.601479
66001,-6.601479
66002,-6.601479
66003,-6.601479
66004,-6.601479
66006,-6.601479
66009,-6.601479
66010,-6.601479
74003,108.1696
74007,-35.38976
74008,54.05677
74013,132.6924
74015,12.98821
74016,13.88271
74019,2.387174
74026,-1.779641
95002,22.17891
95003,11.79446
95008,14.7269
95020,15.01792
95025,38.54565
95028,-.3109401
95030,33.64246
95032,-23.77616
98006,9.08851
98008,40.95236
98009,43.30306
98010,89.48749
98011,82.73602
98017,31.96106
98018,26.52467
98026,23.3469
99002,11.85139
99003,-12.08614
99004,-962.2212
99007,66.73684
99009,102.5707
99011,-3.931
99012,-67.56789
99013,-6.482524
100001,70.01373
100003,-6.601479
100006,51.20933
100007,320.7848
100011,-2.979747
100016,4.540854
100017,28.07922
102002,-6.601479
102003,-6.601479
102005,-6.601479
102007,-6.601479
102013,-6.601479
102016,-6.601479
102017,-6.601479
102018,-6.601479
103002,21.31154
103003,37.00443
103007,-34.8839
103010,85.14611
103012,90.501
103013,4.116255
103016,33.36584
103022,5.518703
109001,-6.601479
109005,-6.601479
109006,-6.601479
109007,-6.601479
109011,-6.601479
109014,-6.601479
109018,-6.601479
109025,-6.601479
111001,-6.601479
111002,-6.601479
111004,-6.601479
111006,-6.601479
111009,-6.601479
111011,-6.601479
111012,-6.601479
111016,-6.601479
112006,34.41038
112009,-6.601479
112012,71.06368
112016,4.835397
112030,-6.601479
112031,-6.601479
112037,-4.160706
112040,24.25657
114002,-6.601479
114003,-6.601479
114006,-6.601479
114007,-6.601479
114010,-6.601479
114012,-6.601479
114015,-6.601479
114016,-6.601479
117003,-6.601479
117009,-6.601479
117012,-6.601479
117015,-6.601479
117020,-6.601479
117026,-6.601479
