subject,WTP
3001,-5.1258821
3004,-5.1258821
3008,-5.1258821
3009,36.765797
3010,36.765797
3011,-5.1258821
3014,-5.1258821
3015,-5.1258821
4003,-5.1258821
4006,-5.1258821
4010,24.826908
4011,-5.1258821
4013,24.826908
4016,24.826908
4022,-5.1258821
4024,-5.1258821
11006,36.765797
11008,36.765797
11009,36.765797
11010,36.765797
11012,36.765797
11016,36.765797
11022,36.765797
11032,36.765797
11034,36.765797
12001,36.765797
12002,36.765797
12014,24.826908
12029,24.826908
12036,36.765797
12037,36.765797
12041,-5.1258821
12054,24.826908
13001,-5.1258821
13003,24.826908
13004,36.765797
13007,36.765797
13010,24.826908
13012,-5.1258821
13013,24.826908
13019,-5.1258821
15005,-5.1258821
15012,-5.1258821
15016,24.826908
15023,-5.1258821
15024,36.765797
15026,-5.1258821
15027,-5.1258821
15030,36.765797
23003,-5.1258821
23007,36.765797
23016,24.826908
23027,36.765797
23031,36.765797
23035,36.765797
23036,36.765797
23039,36.765797
27001,36.765797
27003,36.765797
27006,-5.1258821
27009,-5.1258821
27011,24.826908
27029,24.826908
27030,36.765797
27039,-5.1258821
31001,36.765797
31002,36.765797
31003,36.765797
31004,36.765797
31005,36.765797
31009,36.765797
31012,36.765797
31014,36.765797
36002,24.826908
36011,-5.1258821
36013,24.826908
36018,-5.1258821
36021,24.826908
36040,-5.1258821
36046,36.765797
36053,24.826908
38001,36.765797
38002,36.765797
38003,36.765797
38005,36.765797
38006,36.765797
38007,36.765797
38010,36.765797
38013,36.765797
39004,36.765797
39006,-5.1258821
39007,-5.1258821
39011,36.765797
39012,-5.1258821
39013,36.765797
39018,36.765797
39023,36.765797
40001,36.765797
40003,36.765797
40004,36.765797
40005,36.765797
40006,36.765797
40008,36.765797
40009,36.765797
40011,36.765797
42001,24.826908
42007,24.826908
42008,36.765797
42010,36.765797
42011,-5.1258821
42012,36.765797
42013,36.765797
42018,24.826908
42025,-5.1258821
44003,36.765797
44006,24.826908
44007,36.765797
44008,36.765797
44013,24.826908
44019,24.826908
44027,24.826908
44028,-5.1258821
45001,36.765797
45002,36.765797
45009,36.765797
45010,36.765797
45011,36.765797
45012,36.765797
45016,-5.1258821
45019,-5.1258821
51002,36.765797
51006,36.765797
51009,36.765797
51011,36.765797
51022,36.765797
51027,36.765797
51030,36.765797
57001,36.765797
57003,36.765797
57004,36.765797
57005,36.765797
57006,36.765797
57007,36.765797
57008,36.765797
57009,36.765797
57010,36.765797
66001,36.765797
66002,36.765797
66003,36.765797
66004,36.765797
66006,36.765797
66009,36.765797
66010,36.765797
74003,-5.1258821
74007,-5.1258821
74008,36.765797
74013,-5.1258821
74015,24.826908
74016,-5.1258821
74019,24.826908
74026,24.826908
95002,36.765797
95003,24.826908
95008,-5.1258821
95020,-5.1258821
95025,-5.1258821
95028,36.765797
95030,-5.1258821
95032,-5.1258821
98006,36.765797
98008,-5.1258821
98009,24.826908
98010,-5.1258821
98011,36.765797
98017,-5.1258821
98018,36.765797
98026,36.765797
99002,36.765797
99003,-5.1258821
99004,24.826908
99007,36.765797
99009,-5.1258821
99011,-5.1258821
99012,-5.1258821
99013,-5.1258821
100001,-5.1258821
100003,36.765797
100006,-5.1258821
100007,24.826908
100011,24.826908
100016,24.826908
100017,36.765797
102002,36.765797
102003,36.765797
102005,36.765797
102007,36.765797
102013,36.765797
102016,36.765797
102017,36.765797
102018,36.765797
103002,24.826908
103003,-5.1258821
103007,-5.1258821
103010,-5.1258821
103012,36.765797
103013,36.765797
103016,36.765797
103022,-5.1258821
109001,36.765797
109005,36.765797
109006,36.765797
109007,36.765797
109011,36.765797
109014,36.765797
109018,36.765797
109025,36.765797
111001,36.765797
111002,36.765797
111004,36.765797
111006,36.765797
111009,36.765797
111011,36.765797
111012,36.765797
111016,36.765797
112006,-5.1258821
112009,36.765797
112012,24.826908
112016,-5.1258821
112030,36.765797
112031,36.765797
112037,-5.1258821
112040,36.765797
114002,36.765797
114003,36.765797
114006,36.765797
114007,36.765797
114010,36.765797
114012,36.765797
114015,36.765797
114016,36.765797
117003,36.765797
117009,36.765797
117012,36.765797
117015,36.765797
117020,36.765797
117026,36.765797
117028,36.765797
117029,36.765797
121004,36.765797
121007,36.765797
121008,36.765797
121009,36.765797
121013,36.765797
121018,36.765797
121021,36.765797
122001,36.765797
122003,36.765797
122009,36.765797
122012,36.765797
122018,36.765797
122021,36.765797
122027,36.765797
122031,36.765797
123001,-5.1258821
123005,-5.1258821
123006,24.826908
123008,-5.1258821
123015,36.765797
123025,24.826908
123026,-5.1258821
123028,24.826908
126001,36.765797
126003,36.765797
126006,36.765797
126008,36.765797
126009,36.765797
126010,36.765797
126011,36.765797
126014,36.765797
127004,36.765797
127006,36.765797
127007,36.765797
127008,36.765797
127012,36.765797
127018,36.765797
127020,36.765797
128001,36.765797
128003,36.765797
128007,24.826908
128008,-5.1258821
128010,36.765797
128012,24.826908
128013,36.765797
128017,-5.1258821
132009,-5.1258821
132014,24.826908
132018,36.765797
132019,-5.1258821
132025,36.765797
132026,-5.1258821
132029,36.765797
132030,-5.1258821
132031,-5.1258821
134004,36.765797
134005,36.765797
134015,-5.1258821
134020,36.765797
134021,36.765797
134029,36.765797
134039,36.765797
134042,36.765797
137002,36.765797
137003,36.765797
137004,36.765797
137006,36.765797
137014,36.765797
137017,-5.1258821
137021,36.765797
137025,36.765797
148004,-5.1258821
148005,36.765797
148009,36.765797
148011,24.826908
148012,24.826908
148013,36.765797
148019,36.765797
148034,-5.1258821
160001,36.765797
160003,36.765797
160005,36.765797
160008,36.765797
160017,36.765797
160018,36.765797
160021,36.765797
160027,36.765797
161003,24.826908
161018,36.765797
161022,-5.1258821
161025,-5.1258821
161040,24.826908
161049,24.826908
161052,-5.1258821
161055,24.826908
