subject,WTP
3001,-6.3228946
3004,-6.3228946
3008,25.235846
3009,36.643337
3010,36.643337
3011,36.643337
3014,25.235846
3015,36.643337
4003,-6.3228946
4006,-6.3228946
4010,25.235846
4011,25.235846
4013,25.235846
4016,36.643337
4022,-6.3228946
4024,-6.3228946
11006,36.643337
11008,36.643337
11009,36.643337
11010,36.643337
11012,36.643337
11016,36.643337
11022,36.643337
11032,36.643337
11034,36.643337
12001,-6.3228946
12002,36.643337
12014,-6.3228946
12029,25.235846
12036,-6.3228946
12037,25.235846
12041,36.643337
12054,36.643337
13001,-6.3228946
13003,-6.3228946
13004,36.643337
13007,-6.3228946
13010,-6.3228946
13012,-6.3228946
13013,-6.3228946
13019,25.235846
15005,-6.3228946
15012,36.643337
15016,25.235846
15023,-6.3228946
15024,-6.3228946
15026,-6.3228946
15027,-6.3228946
15030,36.643337
23003,25.235846
23007,-6.3228946
23016,-6.3228946
23027,-6.3228946
23031,-6.3228946
23035,36.643337
23036,-6.3228946
23039,36.643337
27001,36.643337
27003,36.643337
27006,-6.3228946
27009,-6.3228946
27011,-6.3228946
27029,-6.3228946
27030,36.643337
27039,36.643337
31001,36.643337
31002,36.643337
31003,36.643337
31004,36.643337
31005,36.643337
31009,36.643337
31012,-6.3228946
31014,36.643337
36002,25.235846
36011,25.235846
36013,-6.3228946
36018,25.235846
36021,25.235846
36040,-6.3228946
36046,25.235846
36053,25.235846
38001,36.643337
38002,36.643337
38003,36.643337
38005,36.643337
38006,36.643337
38007,36.643337
38010,36.643337
38013,36.643337
39004,-6.3228946
39006,-6.3228946
39007,-6.3228946
39011,36.643337
39012,36.643337
39013,25.235846
39018,-6.3228946
39023,-6.3228946
40001,36.643337
40003,36.643337
40004,36.643337
40005,36.643337
40006,36.643337
40008,36.643337
40009,36.643337
40011,36.643337
42001,25.235846
42007,36.643337
42008,-6.3228946
42010,-6.3228946
42011,-6.3228946
42012,36.643337
42013,25.235846
42018,-6.3228946
42025,36.643337
44003,-6.3228946
44006,-6.3228946
44007,-6.3228946
44008,36.643337
44013,-6.3228946
44019,36.643337
44027,-6.3228946
44028,-6.3228946
45001,36.643337
45002,36.643337
45009,36.643337
45010,36.643337
45011,36.643337
45012,-6.3228946
45016,36.643337
45019,-6.3228946
51002,36.643337
51006,36.643337
51009,36.643337
51011,36.643337
51022,36.643337
51027,36.643337
51030,36.643337
57001,36.643337
57003,36.643337
57004,36.643337
57005,36.643337
57006,36.643337
57007,36.643337
57008,36.643337
57009,36.643337
57010,36.643337
66001,36.643337
66002,36.643337
66003,36.643337
66004,36.643337
66006,36.643337
66009,36.643337
66010,36.643337
74003,36.643337
74007,-6.3228946
74008,36.643337
74013,36.643337
74015,-6.3228946
74016,-6.3228946
74019,-6.3228946
74026,-6.3228946
95002,25.235846
95003,-6.3228946
95008,-6.3228946
95020,-6.3228946
95025,36.643337
95028,36.643337
95030,25.235846
95032,25.235846
98006,-6.3228946
98008,36.643337
98009,25.235846
98010,25.235846
98011,36.643337
98017,25.235846
98018,36.643337
98026,-6.3228946
99002,-6.3228946
99003,-6.3228946
99004,-6.3228946
99007,36.643337
99009,25.235846
99011,25.235846
99012,36.643337
99013,-6.3228946
100001,36.643337
100003,36.643337
100006,-6.3228946
100007,25.235846
100011,36.643337
100016,25.235846
100017,-6.3228946
102002,36.643337
102003,36.643337
102005,36.643337
102007,36.643337
102013,36.643337
102016,36.643337
102017,36.643337
102018,36.643337
103002,-6.3228946
103003,-6.3228946
103007,36.643337
103010,36.643337
103012,36.643337
103013,-6.3228946
103016,25.235846
103022,36.643337
109001,36.643337
109005,36.643337
109006,36.643337
109007,36.643337
109011,36.643337
109014,36.643337
109018,36.643337
109025,36.643337
111001,36.643337
111002,36.643337
111004,36.643337
111006,36.643337
111009,36.643337
111011,36.643337
111012,36.643337
111016,36.643337
112006,-6.3228946
112009,36.643337
112012,-6.3228946
112016,36.643337
112030,36.643337
112031,36.643337
112037,-6.3228946
112040,25.235846
114002,36.643337
114003,36.643337
114006,36.643337
114007,36.643337
114010,36.643337
114012,36.643337
114015,36.643337
114016,36.643337
117003,36.643337
117009,36.643337
117012,36.643337
117015,36.643337
117020,36.643337
117026,36.643337
117028,36.643337
117029,36.643337
121004,36.643337
121007,36.643337
121008,36.643337
121009,36.643337
121013,36.643337
121018,36.643337
121021,36.643337
122001,36.643337
122003,36.643337
122009,36.643337
122012,36.643337
122018,36.643337
122021,36.643337
122027,36.643337
122031,36.643337
123001,36.643337
123005,25.235846
123006,-6.3228946
123008,36.643337
123015,36.643337
123025,-6.3228946
123026,-6.3228946
123028,25.235846
126001,36.643337
126003,36.643337
126006,36.643337
126008,36.643337
126009,36.643337
126010,36.643337
126011,36.643337
126014,36.643337
127004,36.643337
127006,36.643337
127007,36.643337
127008,36.643337
127012,36.643337
127018,36.643337
127020,36.643337
128001,-6.3228946
128003,-6.3228946
128007,-6.3228946
128008,-6.3228946
128010,36.643337
128012,36.643337
128013,36.643337
128017,25.235846
132009,36.643337
132014,36.643337
132018,36.643337
132019,-6.3228946
132025,-6.3228946
132026,-6.3228946
132029,36.643337
132030,-6.3228946
132031,36.643337
134004,36.643337
134005,36.643337
134015,-6.3228946
134020,36.643337
134021,-6.3228946
134029,36.643337
134039,36.643337
134042,36.643337
137002,25.235846
137003,36.643337
137004,36.643337
137006,-6.3228946
137014,36.643337
137017,-6.3228946
137021,36.643337
137025,36.643337
148004,36.643337
148005,25.235846
148009,-6.3228946
148011,-6.3228946
148012,-6.3228946
148013,25.235846
148019,36.643337
148034,36.643337
160001,36.643337
160003,36.643337
160005,36.643337
160008,36.643337
160017,36.643337
160018,36.643337
160021,36.643337
160027,36.643337
161003,36.643337
161018,-6.3228946
161022,-6.3228946
161025,25.235846
161040,36.643337
161049,-6.3228946
161052,-6.3228946
161055,25.235846
165007,-6.3228946
165010,-6.3228946
165013,25.235846
165015,-6.3228946
165021,36.643337
165022,36.643337
165023,36.643337
165041,36.643337
167003,25.235846
167004,36.643337
167009,25.235846
167013,36.643337
167014,-6.3228946
167015,-6.3228946
167020,-6.3228946
167021,-6.3228946
172001,36.643337
172008,36.643337
172012,36.643337
172017,36.643337
172018,36.643337
172019,36.643337
172022,36.643337
172031,36.643337
180001,36.643337
180002,36.643337
180003,36.643337
180004,-6.3228946
180006,25.235846
180007,25.235846
180009,36.643337
180012,36.643337
182001,-6.3228946
182005,-6.3228946
182006,25.235846
182008,-6.3228946
182025,36.643337
182028,25.235846
182030,-6.3228946
182047,-6.3228946
184003,25.235846
184019,36.643337
184021,-6.3228946
184024,-6.3228946
184025,-6.3228946
184035,36.643337
184040,-6.3228946
184049,-6.3228946
201001,36.643337
201004,36.643337
201005,36.643337
201006,36.643337
201008,36.643337
201009,36.643337
201011,36.643337
201012,36.643337
215002,36.643337
215005,36.643337
215006,36.643337
215008,36.643337
215015,36.643337
215017,36.643337
215018,36.643337
215025,36.643337
217001,36.643337
217003,36.643337
217006,36.643337
217012,36.643337
217015,36.643337
217016,36.643337
217019,36.643337
217023,36.643337
219012,-6.3228946
219022,-6.3228946
219024,36.643337
219033,-6.3228946
219038,36.643337
219046,36.643337
219048,36.643337
219054,25.235846
220002,-6.3228946
220010,-6.3228946
220013,-6.3228946
220019,-6.3228946
220022,36.643337
220023,36.643337
220029,25.235846
220031,36.643337
227008,36.643337
227013,36.643337
227016,36.643337
227017,36.643337
227019,36.643337
227026,36.643337
227031,36.643337
227035,36.643337
229004,36.643337
229008,36.643337
229012,36.643337
229024,36.643337
229025,36.643337
229027,36.643337
229031,36.643337
229032,36.643337
231002,36.643337
231006,36.643337
231011,36.643337
231013,36.643337
231032,36.643337
231035,-6.3228946
231036,36.643337
231037,25.235846
232010,-6.3228946
232011,-6.3228946
232013,36.643337
232017,-6.3228946
232036,25.235846
232041,36.643337
232049,36.643337
232057,36.643337
243001,36.643337
243002,36.643337
243003,36.643337
243008,36.643337
243011,36.643337
243015,36.643337
243016,36.643337
243022,36.643337
249001,36.643337
249002,25.235846
249003,25.235846
249004,36.643337
249005,36.643337
249007,-6.3228946
249008,36.643337
249009,-6.3228946
253002,-6.3228946
253003,-6.3228946
253004,36.643337
253007,25.235846
253015,25.235846
253017,-6.3228946
253021,36.643337
253028,36.643337
286005,36.643337
286007,36.643337
286015,36.643337
286026,36.643337
286028,36.643337
286029,36.643337
286034,36.643337
286041,36.643337
286044,36.643337
287001,36.643337
287005,36.643337
287006,36.643337
287013,36.643337
287014,36.643337
287017,36.643337
287023,36.643337
287026,36.643337
294005,-6.3228946
294011,36.643337
294013,-6.3228946
294018,-6.3228946
294019,36.643337
294022,-6.3228946
294048,-6.3228946
294051,-6.3228946
299014,25.235846
299016,36.643337
299017,36.643337
299033,36.643337
299045,-6.3228946
299047,-6.3228946
299048,36.643337
299058,36.643337
500011,25.235846
500012,-6.3228946
500016,36.643337
500018,36.643337
500019,-6.3228946
500022,36.643337
500023,36.643337
500024,36.643337
502003,25.235846
502004,25.235846
502006,-6.3228946
502011,25.235846
502012,25.235846
502013,36.643337
502015,25.235846
502033,25.235846
508002,36.643337
508004,-6.3228946
508007,-6.3228946
508008,36.643337
508011,36.643337
508013,-6.3228946
508017,25.235846
508027,36.643337
510007,25.235846
510010,36.643337
510011,-6.3228946
510012,-6.3228946
510023,36.643337
510025,-6.3228946
510026,-6.3228946
510029,-6.3228946
513001,36.643337
513003,36.643337
513005,36.643337
513007,36.643337
513014,36.643337
513017,36.643337
513019,-6.3228946
513021,-6.3228946
516009,36.643337
516011,36.643337
516014,36.643337
516015,36.643337
516018,36.643337
516020,36.643337
516023,36.643337
516026,36.643337
517005,36.643337
517010,25.235846
517013,36.643337
517024,36.643337
517038,36.643337
517041,36.643337
517044,25.235846
517047,-6.3228946
519006,36.643337
519008,36.643337
519009,36.643337
519013,-6.3228946
519022,-6.3228946
519027,36.643337
519035,36.643337
519038,-6.3228946
524002,36.643337
524004,36.643337
524005,36.643337
524008,36.643337
524010,36.643337
524011,36.643337
524014,36.643337
524023,36.643337
526001,-6.3228946
526002,-6.3228946
526011,-6.3228946
526021,-6.3228946
526022,25.235846
526023,-6.3228946
526025,36.643337
526035,25.235846
529001,36.643337
529006,25.235846
529010,-6.3228946
529011,36.643337
529016,25.235846
529020,36.643337
529023,36.643337
529024,36.643337
531002,36.643337
531005,36.643337
531013,36.643337
531020,36.643337
531026,36.643337
531029,36.643337
531032,36.643337
532002,-6.3228946
532009,36.643337
532010,36.643337
532011,36.643337
532017,36.643337
532020,36.643337
532024,36.643337
537001,-6.3228946
537005,36.643337
537006,36.643337
537007,-6.3228946
537009,36.643337
537012,25.235846
537019,-6.3228946
537026,25.235846
538002,36.643337
538008,36.643337
538010,-6.3228946
538020,25.235846
538022,36.643337
538023,36.643337
538032,36.643337
538038,36.643337
550001,36.643337
550002,36.643337
550006,36.643337
550007,36.643337
550011,36.643337
550013,36.643337
550014,36.643337
550015,36.643337
552001,36.643337
552002,36.643337
552005,36.643337
552008,36.643337
552022,36.643337
552035,36.643337
552040,36.643337
552043,36.643337
554008,-6.3228946
554010,36.643337
554011,-6.3228946
554017,-6.3228946
554018,-6.3228946
554020,36.643337
554027,-6.3228946
554028,-6.3228946
557001,36.643337
557002,36.643337
557003,36.643337
557005,36.643337
557006,36.643337
557010,36.643337
557011,36.643337
557014,36.643337
566005,36.643337
566006,-6.3228946
566009,36.643337
566010,36.643337
566015,-6.3228946
566021,36.643337
566023,36.643337
566031,25.235846
569001,36.643337
569002,36.643337
569003,36.643337
569004,36.643337
569006,36.643337
569007,36.643337
569008,36.643337
569010,36.643337
570006,36.643337
570007,36.643337
570008,36.643337
570017,36.643337
570019,36.643337
570034,36.643337
570041,36.643337
603002,36.643337
603008,36.643337
603009,-6.3228946
603012,-6.3228946
603013,36.643337
603015,-6.3228946
603020,25.235846
603022,36.643337
631022,36.643337
631024,-6.3228946
631029,-6.3228946
631032,36.643337
631034,-6.3228946
631037,36.643337
631038,-6.3228946
631045,25.235846
633001,36.643337
633004,36.643337
633005,36.643337
633007,36.643337
633009,36.643337
633010,36.643337
633014,36.643337
633019,36.643337
634001,36.643337
634002,36.643337
634003,36.643337
634004,36.643337
634005,36.643337
634010,36.643337
634014,36.643337
634017,36.643337
659001,-6.3228946
659002,36.643337
659005,36.643337
659012,36.643337
659014,36.643337
659021,36.643337
659022,36.643337
659026,36.643337
662001,36.643337
