subject,WTP
3001,-16.56554
3004,52.589943
3008,52.589943
3009,-16.56554
3010,-16.56554
3011,-16.56554
3014,52.589943
3015,-16.56554
4003,-16.56554
4006,52.589943
4010,52.589943
4011,-16.56554
4013,-16.56554
4016,52.589943
4022,-39.314552
4024,52.589943
11006,-16.56554
11008,-16.56554
11009,-16.56554
11010,-16.56554
11012,-16.56554
11016,-16.56554
11022,-16.56554
11032,-16.56554
11034,-16.56554
12001,52.589943
12002,52.589943
12014,-16.56554
12029,52.589943
12036,-16.56554
12037,52.589943
12041,-16.56554
12054,-16.56554
13001,-16.56554
13003,52.589943
13004,52.589943
13007,52.589943
13010,52.589943
13012,-16.56554
13013,-16.56554
13019,-16.56554
15005,52.589943
15012,52.589943
15016,-39.314552
15023,-16.56554
15024,-16.56554
15026,-16.56554
15027,-16.56554
15030,-16.56554
23003,52.589943
23007,52.589943
23016,-16.56554
23027,-39.314552
23031,52.589943
23035,-16.56554
23036,-39.314552
23039,-39.314552
27001,-16.56554
27003,-39.314552
27006,-39.314552
27009,-39.314552
27011,-16.56554
27029,-39.314552
27030,52.589943
27039,52.589943
31001,-16.56554
31002,-16.56554
31003,-16.56554
31004,52.589943
31005,-16.56554
31009,-16.56554
31012,-16.56554
31014,-16.56554
36002,52.589943
36011,52.589943
36013,-16.56554
36018,52.589943
36021,-16.56554
36040,52.589943
36046,52.589943
36053,-16.56554
38001,-16.56554
38002,-16.56554
38003,-16.56554
38005,-16.56554
38006,-16.56554
38007,-16.56554
38010,-16.56554
38013,-16.56554
39004,52.589943
39006,52.589943
39007,52.589943
39011,-16.56554
39012,-16.56554
39013,-16.56554
39018,52.589943
39023,52.589943
40001,-16.56554
40003,-16.56554
40004,-16.56554
40005,-16.56554
40006,-16.56554
40008,-16.56554
40009,-16.56554
40011,-16.56554
42001,52.589943
42007,52.589943
42008,52.589943
42010,-16.56554
42011,52.589943
42012,-16.56554
42013,-16.56554
42018,-16.56554
42025,52.589943
44003,-16.56554
44006,-16.56554
44007,52.589943
44008,-39.314552
44013,52.589943
44019,-39.314552
44027,52.589943
44028,-16.56554
45001,-16.56554
45002,-16.56554
45009,-16.56554
45010,-16.56554
45011,-16.56554
45012,52.589943
45016,52.589943
45019,52.589943
51002,-16.56554
51006,-16.56554
51009,-16.56554
51011,-16.56554
51022,-16.56554
51027,-16.56554
51030,-16.56554
57001,-16.56554
57003,-16.56554
57004,-16.56554
57005,-16.56554
57006,-16.56554
57007,-16.56554
57008,-16.56554
57009,-16.56554
57010,-16.56554
66001,-16.56554
66002,-16.56554
66003,-16.56554
66004,-16.56554
66006,-16.56554
66009,-16.56554
66010,-16.56554
74003,-16.56554
74007,52.589943
74008,52.589943
74013,52.589943
74015,-39.314552
74016,52.589943
74019,-16.56554
74026,-16.56554
95002,52.589943
95003,52.589943
95008,52.589943
95020,-16.56554
95025,-16.56554
95028,-16.56554
95030,-39.314552
95032,52.589943
98006,52.589943
98008,-39.314552
98009,52.589943
98010,52.589943
98011,52.589943
98017,52.589943
98018,-16.56554
98026,52.589943
99002,-16.56554
99003,-39.314552
99004,52.589943
99007,-39.314552
99009,52.589943
99011,-16.56554
99012,52.589943
99013,52.589943
100001,52.589943
100003,-16.56554
100006,52.589943
100007,-39.314552
100011,52.589943
100016,-16.56554
100017,-16.56554
102002,-16.56554
102003,-16.56554
102005,-16.56554
102007,-16.56554
102013,-16.56554
102016,-16.56554
102017,-16.56554
102018,-16.56554
103002,52.589943
103003,-39.314552
103007,-39.314552
103010,-16.56554
103012,-16.56554
103013,-16.56554
103016,-16.56554
103022,52.589943
109001,-16.56554
109005,-16.56554
109006,-16.56554
109007,-16.56554
109011,-16.56554
109014,-16.56554
109018,-16.56554
109025,-16.56554
111001,-16.56554
111002,-16.56554
111004,-16.56554
111006,-16.56554
111009,-16.56554
111011,-16.56554
111012,-16.56554
111016,-16.56554
112006,-16.56554
112009,-16.56554
112012,-16.56554
112016,52.589943
112030,-16.56554
112031,-16.56554
112037,-16.56554
112040,-39.314552
114002,-16.56554
114003,-16.56554
114006,-16.56554
114007,-16.56554
114010,-16.56554
114012,-16.56554
114015,-16.56554
114016,-16.56554
117003,-16.56554
117009,-16.56554
117012,-16.56554
117015,-16.56554
117020,-16.56554
117026,-16.56554
117028,-16.56554
117029,-16.56554
121004,-16.56554
121007,-16.56554
121008,-16.56554
121009,-16.56554
121013,-16.56554
121018,-16.56554
121021,-16.56554
122001,-16.56554
122003,-16.56554
122009,-16.56554
122012,-16.56554
122018,-16.56554
122021,-16.56554
122027,-16.56554
122031,-16.56554
123001,52.589943
123005,-16.56554
123006,52.589943
123008,-16.56554
123015,-16.56554
123025,-39.314552
123026,52.589943
123028,52.589943
126001,-16.56554
126003,-16.56554
126006,-16.56554
126008,-16.56554
126009,-16.56554
126010,-16.56554
126011,-16.56554
126014,-16.56554
127004,-16.56554
127006,-16.56554
127007,-16.56554
127008,-16.56554
127012,-16.56554
127018,-16.56554
127020,-16.56554
128001,-16.56554
128003,52.589943
128007,52.589943
128008,52.589943
128010,52.589943
128012,52.589943
128013,52.589943
128017,52.589943
132009,-16.56554
132014,52.589943
132018,52.589943
132019,-39.314552
132025,52.589943
132026,-16.56554
132029,52.589943
132030,52.589943
132031,-39.314552
134004,-16.56554
134005,52.589943
134015,52.589943
134020,-16.56554
134021,-16.56554
134029,52.589943
134039,-16.56554
134042,-16.56554
137002,-16.56554
137003,-16.56554
137004,-16.56554
137006,-16.56554
137014,-16.56554
137017,-16.56554
137021,-16.56554
137025,-16.56554
148004,-16.56554
148005,-16.56554
148009,52.589943
148011,-16.56554
148012,-16.56554
148013,52.589943
148019,-16.56554
148034,52.589943
160001,-16.56554
160003,-16.56554
160005,-16.56554
160008,-16.56554
160017,-16.56554
160018,-16.56554
160021,-16.56554
160027,-16.56554
161003,52.589943
161018,52.589943
161022,-16.56554
161025,-16.56554
161040,52.589943
161049,52.589943
161052,-39.314552
161055,52.589943
165007,52.589943
165010,-16.56554
165013,-39.314552
165015,-16.56554
165021,-16.56554
165022,52.589943
165023,52.589943
165041,-39.314552
167003,52.589943
167004,52.589943
167009,-39.314552
167013,52.589943
167014,-39.314552
167015,-16.56554
167020,-39.314552
167021,52.589943
172001,-16.56554
172008,-16.56554
172012,-16.56554
172017,-16.56554
172018,-16.56554
172019,-16.56554
172022,-16.56554
172031,-16.56554
180001,-16.56554
180002,52.589943
180003,-16.56554
180004,52.589943
180006,52.589943
180007,52.589943
180009,-16.56554
180012,-16.56554
182001,-16.56554
182005,52.589943
182006,52.589943
182008,52.589943
182025,52.589943
182028,52.589943
182030,52.589943
182047,-39.314552
184003,-16.56554
184019,52.589943
184021,-16.56554
184024,-16.56554
184025,-16.56554
184035,-16.56554
184040,52.589943
184049,-39.314552
201001,-16.56554
201004,-16.56554
201005,-16.56554
201006,-16.56554
201008,-16.56554
201009,-16.56554
201011,-16.56554
201012,-16.56554
215002,-16.56554
215005,-16.56554
215006,-16.56554
215008,-16.56554
215015,-16.56554
215017,-16.56554
215018,-16.56554
215025,-16.56554
